listing_id,review_id,date,reviewer_id
1443199,330113314,30-09-2018,181445486
1443848,330178494,30-09-2018,20446913
1469724,330243754,30-09-2018,3342800
1501442,330215272,30-09-2018,163495761
1516695,330303252,30-09-2018,41542755
1521453,330000849,30-09-2018,164866486
1528100,330146841,30-09-2018,139504043
1539224,330033795,30-09-2018,64072127
1549055,330244337,30-09-2018,196962912
1549177,330072456,30-09-2018,82630143
1567865,330297934,30-09-2018,2567512
1569527,330037899,30-09-2018,110762230
1580590,330166567,30-09-2018,97016745
1581357,330051866,30-09-2018,154955039
1596056,330019614,30-09-2018,65471751
1600138,330235755,30-09-2018,198914109
1601137,330038230,30-09-2018,194101008
1616064,330226421,30-09-2018,206798391
1634505,330276897,30-09-2018,17639059
1652734,330189599,30-09-2018,60503974
1653118,330291646,30-09-2018,187661658
1679644,330207161,30-09-2018,157925310
1706112,330000699,30-09-2018,10719617
1717306,329983239,30-09-2018,21891623
1720616,330269694,30-09-2018,101251375
1751072,330260806,30-09-2018,52302721
1819914,330102730,30-09-2018,12458070
1865228,330245783,30-09-2018,3681036
1875653,330135220,30-09-2018,46004159
1880605,329976476,30-09-2018,4271435
1900515,330308021,30-09-2018,6122193
1922217,330257931,30-09-2018,31579183
1926698,330011720,30-09-2018,6773791
1935327,330292970,30-09-2018,213519815
1949068,330086145,30-09-2018,174062760
1958261,330135811,30-09-2018,103119342
1973750,330074711,30-09-2018,8038868
1980897,329981005,30-09-2018,189253639
1988694,330293406,30-09-2018,79194178
1999745,330106931,30-09-2018,210000832
2026179,330005151,30-09-2018,110974580
2031777,330044667,30-09-2018,201726900
2055158,330179230,30-09-2018,201647432
2063886,330151250,30-09-2018,25376914
2069510,330279586,30-09-2018,7827078
2096243,330124104,30-09-2018,194854708
2126381,330160750,30-09-2018,88577765
2175408,330077155,30-09-2018,158181722
2199261,330027114,30-09-2018,42766237
2200568,330205959,30-09-2018,179469393
2225338,330106867,30-09-2018,70490167
2241214,330064759,30-09-2018,19320464
2242310,330299818,30-09-2018,10278110
2247629,330118346,30-09-2018,209897313
2255825,330171187,30-09-2018,100409001
2324091,330166889,30-09-2018,53711821
2364662,330198037,30-09-2018,204086707
2369814,330055489,30-09-2018,68905607
2399683,330304243,30-09-2018,73632852
2404406,329970097,30-09-2018,92279059
2412400,330068640,30-09-2018,128518312
2418374,329984966,30-09-2018,165325379
2434417,330317315,30-09-2018,184836938
2438809,330301212,30-09-2018,64070715
2444174,330106088,30-09-2018,22239901
2451885,330001292,30-09-2018,4977148
2466348,329989210,30-09-2018,15918444
2485119,329985290,30-09-2018,79378596
2498301,330135262,30-09-2018,29021983
2501795,330229148,30-09-2018,26484094
2528727,330030242,30-09-2018,208605825
2559401,329985971,30-09-2018,193468252
2562004,330022462,30-09-2018,45704875
2567737,330167842,30-09-2018,168089681
2616983,330082891,30-09-2018,187852902
2622407,330261509,30-09-2018,9880102
2628875,330215950,30-09-2018,111774136
2630719,330301702,30-09-2018,42859166
2668473,330037161,30-09-2018,198332311
2686118,329962432,30-09-2018,7365133
2694027,330260401,30-09-2018,9692199
2729247,330048702,30-09-2018,38098994
2749954,330206314,30-09-2018,37060060
2791168,330212725,30-09-2018,178387157
2820196,330132316,30-09-2018,146302431
2821377,330270179,30-09-2018,202280656
2828150,330265985,30-09-2018,52465769
2861782,330287051,30-09-2018,128849342
2868736,330250043,30-09-2018,42428329
2871271,330135190,30-09-2018,11528218
2949552,330041337,30-09-2018,7323294
2985142,330190274,30-09-2018,17802917
2996385,330068240,30-09-2018,114201150
3015135,330217957,30-09-2018,83980387
3017239,330301420,30-09-2018,15634412
3130929,330120434,30-09-2018,29753384
3134624,330070325,30-09-2018,13996376
3141983,330301973,30-09-2018,208278999
3148746,329953071,30-09-2018,33109907
3180250,330310322,30-09-2018,7071549
3196052,330178555,30-09-2018,10525581
3199147,330186393,30-09-2018,113033402
3267789,330204400,30-09-2018,170972158
3269034,330085603,30-09-2018,52237492
3277970,330040199,30-09-2018,82835637
3301997,330202152,30-09-2018,36413588
3322517,330224849,30-09-2018,203026219
3335366,330285439,30-09-2018,84112010
3407566,330110654,30-09-2018,18038075
3411801,330013685,30-09-2018,127716060
3427970,330030896,30-09-2018,13603907
3428782,330086671,30-09-2018,34684378
3448003,330035839,30-09-2018,1650273
3466856,330115747,30-09-2018,28413049
3470032,330179248,30-09-2018,20250625
3509572,330004826,30-09-2018,6581175
3524196,329982214,30-09-2018,7170592
3542904,330063544,30-09-2018,58403068
3558061,329969227,30-09-2018,71881901
3582509,330119017,30-09-2018,19759258
3612662,329987676,30-09-2018,16239798
3621325,330123636,30-09-2018,200145549
3640369,329979693,30-09-2018,90113277
3650438,330213704,30-09-2018,175576168
3653269,330266929,30-09-2018,28389462
3696717,330290252,30-09-2018,130723372
3716068,330175361,30-09-2018,211993621
3734970,330263545,30-09-2018,96641875
3765140,330006135,30-09-2018,145982634
3776336,329983973,30-09-2018,24585258
3806442,330121735,30-09-2018,110095289
3902392,329968730,30-09-2018,6582097
3945316,330169324,30-09-2018,107581088
4022383,330283080,30-09-2018,129080797
4028820,330038336,30-09-2018,209316399
4122870,330129842,30-09-2018,5003804
4189232,330283243,30-09-2018,66771849
4214274,330128167,30-09-2018,6178102
4259093,330221154,30-09-2018,7302307
4265743,330060359,30-09-2018,87948380
4321994,330245722,30-09-2018,13540860
4328848,330145294,30-09-2018,115905546
4369027,330169294,30-09-2018,75349114
4389986,330296749,30-09-2018,47140138
4430281,330240999,30-09-2018,1324103
4460562,330258510,30-09-2018,44270686
4470737,330163254,30-09-2018,6019740
4478240,330279040,30-09-2018,30855751
4508140,329978905,30-09-2018,213587284
4518991,330089530,30-09-2018,80240426
4538931,330016292,30-09-2018,19320824
4606750,330161727,30-09-2018,12519638
4610889,330017833,30-09-2018,40018408
4612894,329999901,30-09-2018,161117869
4624421,329973048,30-09-2018,29712798
4716092,330098361,30-09-2018,26477047
4722419,330099757,30-09-2018,87530816
4728321,330278866,30-09-2018,75253645
4731679,330269477,30-09-2018,100399511
4742022,330255025,30-09-2018,2902824
4752532,330164844,30-09-2018,67458415
4765041,330136595,30-09-2018,79415201
4772732,330145368,30-09-2018,90128862
4817970,330262654,30-09-2018,9918108
4836219,330183689,30-09-2018,167563859
4871016,330305783,30-09-2018,21863827
4876447,330247833,30-09-2018,129096491
4884557,330296441,30-09-2018,112147830
4908402,330015974,30-09-2018,73111536
4910384,330171281,30-09-2018,65161811
4948074,329966048,30-09-2018,213495295
4973468,329998004,30-09-2018,7400967
4983605,330275906,30-09-2018,89997265
4987127,330189046,30-09-2018,55221279
4996379,330052097,30-09-2018,152102965
5081205,330152010,30-09-2018,42904386
5124163,330164978,30-09-2018,5499247
5139533,330013574,30-09-2018,7037439
5166138,330206358,30-09-2018,103991741
5166702,330192655,30-09-2018,152727876
5289434,329983042,30-09-2018,122801480
5295413,330025396,30-09-2018,27759477
5313754,330128487,30-09-2018,17809598
5332708,330105073,30-09-2018,165431467
5345310,329969204,30-09-2018,55934768
5370846,330168686,30-09-2018,20607457
5408527,330219548,30-09-2018,122920984
5427752,330161820,30-09-2018,13153676
5444447,330228031,30-09-2018,62345571
5488031,330023162,30-09-2018,214978524
5575782,329976984,30-09-2018,23714275
5583693,330165227,30-09-2018,167131462
5592033,330258555,30-09-2018,157645
5599334,330021987,30-09-2018,890388
5625382,330124437,30-09-2018,14857877
5627102,330035575,30-09-2018,17408718
5676551,330275836,30-09-2018,2516847
5678736,330294357,30-09-2018,96429959
5724631,330292027,30-09-2018,40826123
5724863,330204832,30-09-2018,149625568
5754685,330102959,30-09-2018,89229919
5766728,330177193,30-09-2018,2989245
5810710,330104487,30-09-2018,10190621
5820202,330041569,30-09-2018,88624032
5827868,330058846,30-09-2018,213316340
5852673,330176015,30-09-2018,138012365
5880805,330297282,30-09-2018,165890778
5898269,330090554,30-09-2018,14686554
5900117,329983303,30-09-2018,62356880
5917003,329992698,30-09-2018,8264050
5938967,330131089,30-09-2018,213902648
5944849,330139330,30-09-2018,213691796
5961644,330306211,30-09-2018,211173749
5999409,330011338,30-09-2018,210949303
6021575,330268407,30-09-2018,7905786
6026738,330059466,30-09-2018,48414730
6069917,329984601,30-09-2018,193356094
6086536,330240887,30-09-2018,44153753
6149651,330028717,30-09-2018,6448449
6165351,330242328,30-09-2018,212697422
6166183,330017181,30-09-2018,17884770
6190622,330146246,30-09-2018,91280817
6197152,330025389,30-09-2018,194992244
6200187,330059159,30-09-2018,973753
6210284,330028215,30-09-2018,80915115
6235591,330027458,30-09-2018,58941643
6241912,330302024,30-09-2018,9639522
6258412,330227399,30-09-2018,37790814
6273747,330027319,30-09-2018,124276785
6282502,330110656,30-09-2018,61791840
6292406,330205977,30-09-2018,44669488
6324247,330074825,30-09-2018,194944146
6324741,330096640,30-09-2018,97668158
6325965,330102841,30-09-2018,5028198
6354714,330116071,30-09-2018,5994554
6421188,330141960,30-09-2018,67503142
6460386,330193694,30-09-2018,48128549
6473734,330084504,30-09-2018,6544537
6501866,330129907,30-09-2018,142950187
6510110,330101401,30-09-2018,87779254
6513948,330280484,30-09-2018,12708422
6520305,330087557,30-09-2018,215141488
6545783,330089749,30-09-2018,35520077
6549069,330110098,30-09-2018,63871091
6558473,330290829,30-09-2018,153328822
6578728,330211323,30-09-2018,42289677
6588209,330080542,30-09-2018,117440075
6651898,329997304,30-09-2018,111392912
6668175,330265550,30-09-2018,202718973
6715013,330261779,30-09-2018,6444093
6742933,329997641,30-09-2018,134111989
6744799,330236866,30-09-2018,104020709
6746882,330081529,30-09-2018,190350520
6792411,330242448,30-09-2018,203242479
6821117,330046942,30-09-2018,1836716
6829376,330070428,30-09-2018,78860372
6833513,330009910,30-09-2018,15685223
6840946,330269087,30-09-2018,206619035
6858379,330259462,30-09-2018,18298870
6884560,330090300,30-09-2018,33062942
6888735,330157455,30-09-2018,119312482
6905990,330191643,30-09-2018,50603024
6916389,329963788,30-09-2018,159212735
6917298,330308594,30-09-2018,196572765
6922353,330279374,30-09-2018,1438453
6930040,330018102,30-09-2018,168363651
6932360,330220625,30-09-2018,2915050
6980697,330114327,30-09-2018,4042421
6983265,330254468,30-09-2018,94881082
7008859,329989528,30-09-2018,117392730
7027996,330171908,30-09-2018,100331697
7030848,330127249,30-09-2018,63852818
7074843,330026916,30-09-2018,40731813
7078780,330069266,30-09-2018,37692540
7137704,330232818,30-09-2018,192303296
7165479,330258788,30-09-2018,19961348
7223647,330097612,30-09-2018,82587382
7268645,330189751,30-09-2018,160136195
7291314,330239962,30-09-2018,175004122
7296933,330008433,30-09-2018,149015009
7315172,330158518,30-09-2018,15922385
7360296,330298983,30-09-2018,120170597
7365115,330227852,30-09-2018,211514423
7365273,330100191,30-09-2018,75262806
7373339,330123303,30-09-2018,201031085
7374949,330196536,30-09-2018,54770053
7403081,330263948,30-09-2018,215825728
7445021,330314536,30-09-2018,47359927
7453242,330016994,30-09-2018,77217597
7459050,330273353,30-09-2018,146086193
7459195,330239355,30-09-2018,210146090
7472289,330126454,30-09-2018,135028361
7499159,330252423,30-09-2018,24790591
7505817,330126740,30-09-2018,215853666
7549918,330284728,30-09-2018,112360450
7599950,330087574,30-09-2018,72141341
7631369,330290520,30-09-2018,21255063
7658086,330035245,30-09-2018,7923429
7708707,330245640,30-09-2018,115599019
7725395,330026937,30-09-2018,195166291
7730547,330222200,30-09-2018,38426919
7737227,330012828,30-09-2018,184588514
7747553,330066029,30-09-2018,100264351
7849104,330065676,30-09-2018,12646751
7886062,330187479,30-09-2018,21560498
7904001,330215450,30-09-2018,48593142
7909358,330177012,30-09-2018,104020613
7915187,330173097,30-09-2018,18378659
7916073,329975947,30-09-2018,3750874
7954296,330100544,30-09-2018,71373365
7964827,330022929,30-09-2018,47944810
8062647,330214945,30-09-2018,14303111
8095323,330149726,30-09-2018,9248198
8130026,330257997,30-09-2018,28655954
8136227,330274009,30-09-2018,18855168
8157212,329992701,30-09-2018,211296397
8184232,330062252,30-09-2018,138462748
8198034,330206991,30-09-2018,13640236
8209861,329971061,30-09-2018,56021461
8219669,330166096,30-09-2018,171486475
8222249,330093452,30-09-2018,61958508
8235315,330022528,30-09-2018,21789693
8297215,330251132,30-09-2018,54116279
8297283,330213046,30-09-2018,12650583
8301040,330142543,30-09-2018,7641019
8304770,330063047,30-09-2018,15178304
8313266,330083046,30-09-2018,20693836
8362211,330164856,30-09-2018,4973935
8397019,330298832,30-09-2018,48152585
8449327,330024674,30-09-2018,5462398
8529631,330249569,30-09-2018,104846009
8537026,329998406,30-09-2018,8724499
8569158,329986152,30-09-2018,176820709
8621716,330010175,30-09-2018,53875695
8644634,330298860,30-09-2018,26737953
8661100,330255347,30-09-2018,18037755
8677502,330311250,30-09-2018,14675185
8686077,330171986,30-09-2018,17301892
8723468,329990676,30-09-2018,148203932
8724802,330060760,30-09-2018,16281663
8862585,330055389,30-09-2018,86180405
8873807,330303271,30-09-2018,4537972
8880925,330310992,30-09-2018,176643873
8884264,330009514,30-09-2018,101104920
8911105,330214188,30-09-2018,30828000
8916978,330290694,30-09-2018,18078936
8948334,330169754,30-09-2018,36693601
9019935,330196502,30-09-2018,14409540
9044611,329975693,30-09-2018,3135757
9087939,330124069,30-09-2018,172787929
9108301,329985648,30-09-2018,190425349
9108951,329968584,30-09-2018,10231498
9129652,329976095,30-09-2018,160772821
9192873,330149021,30-09-2018,31987458
9208951,329998311,30-09-2018,69622492
9326135,330312200,30-09-2018,75751051
9339782,330054739,30-09-2018,3262745
9356955,329989318,30-09-2018,24380131
9554839,330183093,30-09-2018,6387788
9587460,330130941,30-09-2018,5433363
9606990,330284164,30-09-2018,108724422
9628056,330039412,30-09-2018,27254256
9644298,330275307,30-09-2018,24396309
9649086,330307184,30-09-2018,38626288
9660680,329969710,30-09-2018,27082026
9688429,330077585,30-09-2018,188460347
9693688,330233550,30-09-2018,134183107
9751168,330274632,30-09-2018,70548975
9762844,329969976,30-09-2018,38788292
9782095,330054523,30-09-2018,60477006
9795029,330254761,30-09-2018,37923812
9818676,330192378,30-09-2018,181169082
9842034,330030991,30-09-2018,33205941
9878676,330032174,30-09-2018,29812559
9968597,330289567,30-09-2018,115199621
9973591,330060156,30-09-2018,195412327
10005014,330225870,30-09-2018,6799101
10012798,329987560,30-09-2018,7231976
10065140,330207799,30-09-2018,24875334
10094573,330032537,30-09-2018,176809845
10147261,329986919,30-09-2018,161793046
10153988,330236426,30-09-2018,213535317
10160529,330238956,30-09-2018,103315924
10324859,330061310,30-09-2018,28400118
10329412,329978630,30-09-2018,2481980
10334886,330079951,30-09-2018,18102719
10402352,330109221,30-09-2018,118173864
10425414,330174213,30-09-2018,23019383
10514296,330164690,30-09-2018,206655325
10555427,330030159,30-09-2018,156975064
10584855,330167460,30-09-2018,3650621
10644087,330274706,30-09-2018,4212485
10666247,330070095,30-09-2018,66474147
10689996,330159720,30-09-2018,214389389
10692943,330016455,30-09-2018,215001135
10717033,330261176,30-09-2018,32550668
10725859,330057761,30-09-2018,35567204
10824038,330023542,30-09-2018,53837978
10835630,330275121,30-09-2018,197444618
10900287,330265054,30-09-2018,125824137
10936230,330111354,30-09-2018,17277870
10948582,330251052,30-09-2018,11302131
10963615,330002284,30-09-2018,3723623
11032953,330058070,30-09-2018,38169910
11076926,330237296,30-09-2018,212129936
11084324,330173216,30-09-2018,8601710
11113313,330044132,30-09-2018,216869795
11125296,330226293,30-09-2018,24924964
11165535,330111723,30-09-2018,164991013
11186922,330146752,30-09-2018,202552698
11217315,330286622,30-09-2018,1514309
11218117,330129432,30-09-2018,37863882
11248429,330003486,30-09-2018,1566831
11382221,330184942,30-09-2018,4785933
11382360,330263413,30-09-2018,25685276
11394804,330029543,30-09-2018,41744312
11406103,330215021,30-09-2018,67576370
11412291,330224597,30-09-2018,52014975
11430394,330190187,30-09-2018,201637796
11433504,330057694,30-09-2018,14035542
11477075,330123571,30-09-2018,3913001
11489522,330237042,30-09-2018,12586248
11494876,330097336,30-09-2018,198472058
11522920,330004757,30-09-2018,129158719
11549449,330187956,30-09-2018,9093720
11618301,330057646,30-09-2018,61706821
11629723,330062510,30-09-2018,25848723
11663484,330115472,30-09-2018,58438244
11666452,329916835,30-09-2018,2897027
11682095,330228908,30-09-2018,75225981
11688146,330213955,30-09-2018,145118060
11725230,330135779,30-09-2018,199271402
11729454,330052989,30-09-2018,6592447
11809435,330174503,30-09-2018,186049140
11884659,330263131,30-09-2018,203942477
11889115,330148129,30-09-2018,210802533
11931619,330260290,30-09-2018,210456599
11953965,330061330,30-09-2018,50367758
11984821,330044497,30-09-2018,43027353
12006229,330183117,30-09-2018,7777650
12048583,330066055,30-09-2018,29642073
12049166,329973799,30-09-2018,18153560
12065314,330066351,30-09-2018,42135186
12082511,330030011,30-09-2018,54831698
12103215,330198645,30-09-2018,120257444
12122028,329969935,30-09-2018,213170976
12154695,330024710,30-09-2018,2231716
12164114,330060251,30-09-2018,39090686
12172647,330057544,30-09-2018,58740832
12182437,330279800,30-09-2018,211174535
12219168,330053794,30-09-2018,210740784
12246634,330176531,30-09-2018,207597999
12283383,329997673,30-09-2018,202074624
12298102,330041422,30-09-2018,11645546
12298515,329968718,30-09-2018,96001341
12301487,330125870,30-09-2018,208287793
12309936,330305212,30-09-2018,46297857
12398690,330302160,30-09-2018,166957473
12467379,330248633,30-09-2018,196828610
12510625,330146753,30-09-2018,66915986
12515944,330135673,30-09-2018,190560980
12530883,330088011,30-09-2018,30642896
12534183,330298600,30-09-2018,9120623
12554546,330166943,30-09-2018,4436785
12576812,330067910,30-09-2018,74028070
12612812,330058816,30-09-2018,58331764
12617639,330276795,30-09-2018,51612839
12625271,330189606,30-09-2018,72091133
12626960,330171223,30-09-2018,104394121
12627491,330030231,30-09-2018,157259124
12635623,330217381,30-09-2018,23709284
12640281,330102099,30-09-2018,34784183
12647461,330307949,30-09-2018,12965271
12650746,330105004,30-09-2018,6759238
12666995,330218355,30-09-2018,34596163
12669937,330040596,30-09-2018,212268674
12722242,330063553,30-09-2018,5465419
12780293,330108133,30-09-2018,65461590
12794421,330018905,30-09-2018,17774551
12805100,330073062,30-09-2018,3671722
12806167,329971165,30-09-2018,102090727
12843238,330185894,30-09-2018,9690093
12852370,330092152,30-09-2018,50643783
12861965,330032575,30-09-2018,28482530
12876574,329988817,30-09-2018,2183371
12878809,330314551,30-09-2018,114990336
12880766,330086558,30-09-2018,26679323
12909963,330032150,30-09-2018,124300
12943627,330313046,30-09-2018,188817393
12945873,330198529,30-09-2018,6633282
12961597,330278775,30-09-2018,90805976
12969467,330162954,30-09-2018,172395384
12977569,330260708,30-09-2018,50244673
12977655,330140200,30-09-2018,25359137
12979341,330155842,30-09-2018,134770166
12982274,330125976,30-09-2018,21918204
13012912,329971559,30-09-2018,103620673
13025476,330078228,30-09-2018,15080769
13052031,330020958,30-09-2018,2564576
13055684,330226512,30-09-2018,4097866
13074447,330312189,30-09-2018,6621624
13102899,330177898,30-09-2018,54022772
13121698,330692671,30-09-2018,119810014
13134930,329970974,30-09-2018,17590928
13143620,330139917,30-09-2018,211329169
13144615,330269659,30-09-2018,144215779
13150776,329995680,30-09-2018,31502176
13165246,330257542,30-09-2018,8346412
13186411,330160189,30-09-2018,3858956
13230947,330055190,30-09-2018,30204201
13241275,330053824,30-09-2018,29388195
13259216,330290286,30-09-2018,18045102
13261998,330004749,30-09-2018,9322974
13268394,330033367,30-09-2018,187371470
13277537,330143801,30-09-2018,180930111
13293797,330013150,30-09-2018,12773042
13296047,330250133,30-09-2018,832041
13308703,330050020,30-09-2018,168050757
13310419,330278698,30-09-2018,205935163
13323330,330269832,30-09-2018,125563324
13338288,330190478,30-09-2018,22827645
13359464,330043275,30-09-2018,16861766
13368097,330287118,30-09-2018,44640168
13387921,330035703,30-09-2018,80022236
13400618,330067902,30-09-2018,119114341
13458792,330014396,30-09-2018,125676709
13460399,330274406,30-09-2018,140765351
13468807,329980381,30-09-2018,18368324
13470442,330052427,30-09-2018,161416541
13509720,330175990,30-09-2018,69320980
13511829,329997538,30-09-2018,162126356
13531848,330228944,30-09-2018,204399687
13562524,330023359,30-09-2018,56797959
13568339,330242209,30-09-2018,68200673
13580556,330096926,30-09-2018,131349098
13582697,330084395,30-09-2018,33355758
13602090,330063368,30-09-2018,166122076
13610872,330125581,30-09-2018,18997242
13634125,330270628,30-09-2018,169889887
13644670,329989300,30-09-2018,136633763
13663926,330163515,30-09-2018,87671312
13705026,330038798,30-09-2018,26643275
13705113,330045833,30-09-2018,151346433
13797270,330082633,30-09-2018,4126202
13818479,330267585,30-09-2018,97569559
13872451,330267793,30-09-2018,78798766
13935083,330265275,30-09-2018,209609972
13955077,330121350,30-09-2018,73780590
14012658,330024971,30-09-2018,143441678
14063061,330309447,30-09-2018,46397462
14076945,329998545,30-09-2018,204571216
14087602,330026706,30-09-2018,40677726
14115721,330046431,30-09-2018,59513414
14153582,329984764,30-09-2018,2864070
14157846,329976215,30-09-2018,73918811
14160831,329988695,30-09-2018,27460085
14164287,329979913,30-09-2018,125804289
14228817,330262566,30-09-2018,145968181
14244978,330224820,30-09-2018,69792574
14271406,330105562,30-09-2018,215241789
14274493,330249741,30-09-2018,25336992
14368316,330268314,30-09-2018,43655115
14411083,330281654,30-09-2018,214398638
14432781,330000374,30-09-2018,212431249
14478163,330031194,30-09-2018,4022527
14508137,330305720,30-09-2018,2636387
14549488,330156835,30-09-2018,56894107
14601737,329994388,30-09-2018,210750168
14609074,329993356,30-09-2018,81055521
14633238,329998212,30-09-2018,154210013
14683301,330178897,30-09-2018,13437673
14691854,330263462,30-09-2018,110481360
14724032,330039088,30-09-2018,209051462
14784220,330246277,30-09-2018,53011794
14794301,330269874,30-09-2018,178752690
14803697,330228960,30-09-2018,161128766
14818838,330217622,30-09-2018,38322659
14835038,330200388,30-09-2018,83044085
14851116,330021664,30-09-2018,194750188
14856048,330278038,30-09-2018,181963167
14865602,330080738,30-09-2018,4145405
14891421,329978401,30-09-2018,51395958
14893233,330001617,30-09-2018,56875005
14938883,330079033,30-09-2018,2282915
14946881,330311961,30-09-2018,9449973
14984949,330141359,30-09-2018,213195417
14986805,330282000,30-09-2018,77770326
15085219,329989659,30-09-2018,202065603
15086213,330020790,30-09-2018,171027834
15097685,330082418,30-09-2018,96095076
15140555,330002229,30-09-2018,129413679
15155658,330125786,30-09-2018,112291347
15157047,329975723,30-09-2018,75141881
15162820,330107236,30-09-2018,172517892
15169631,330272960,30-09-2018,19995642
15188742,329970396,30-09-2018,182444399
15218899,330273236,30-09-2018,111134756
15242408,330109525,30-09-2018,193703856
15243999,330307490,30-09-2018,99023036
15304594,330156393,30-09-2018,170572613
15373267,330207836,30-09-2018,33892397
15389836,330231943,30-09-2018,368565
15433310,330226405,30-09-2018,160293467
15433556,330266789,30-09-2018,68228501
15460152,329997931,30-09-2018,210658175
15462760,330052487,30-09-2018,11538952
15473471,330162413,30-09-2018,211208525
15501953,330124583,30-09-2018,188907421
15507188,330140767,30-09-2018,28700051
15509904,330119696,30-09-2018,155016354
15518381,330048996,30-09-2018,5006533
15519637,330298346,30-09-2018,75034474
15520036,330051351,30-09-2018,76611835
15544190,330048825,30-09-2018,6449686
15574312,329998682,30-09-2018,4949727
15626939,330083500,30-09-2018,24003978
15645014,330206496,30-09-2018,26999356
15653582,330219718,30-09-2018,214987079
15673624,330025931,30-09-2018,176600587
15728970,330234830,30-09-2018,97783722
15750409,330001600,30-09-2018,57853859
15778909,330170851,30-09-2018,93889143
15785215,330188098,30-09-2018,65046227
15843227,330093833,30-09-2018,849831
15867223,330049397,30-09-2018,6611155
15893297,330141579,30-09-2018,62662411
15934344,330152971,30-09-2018,13811457
15938216,329966029,30-09-2018,44723958
15970007,330024118,30-09-2018,16104742
15979811,330232586,30-09-2018,28986357
15981976,330266572,30-09-2018,10534354
16053210,330079565,30-09-2018,62673373
16091710,329987722,30-09-2018,117436252
16109753,330108204,30-09-2018,63929834
16141502,330166996,30-09-2018,120911556
16153280,330056685,30-09-2018,10004596
16159332,330018237,30-09-2018,140849747
16225492,330126138,30-09-2018,193709579
16227472,330055765,30-09-2018,26314074
16228311,330036624,30-09-2018,133690733
16239000,330018753,30-09-2018,6018863
16260711,330152105,30-09-2018,104749241
16319106,330140255,30-09-2018,14107223
16331803,330154012,30-09-2018,10467958
16343031,330049879,30-09-2018,200006184
16358960,330293828,30-09-2018,24719024
